1	    9.0190   22.3647		5.5939
2	   25.6813   16.4739		7.9576
3	   46.6143   30.2990		6.1553
4	    8.3328    6.2406		9.5847
5	    6.3837   25.8043		2.5442
6	    6.8673   39.6886		9.1651
7	    6.7582   15.5750		7.77
8	   43.9370   17.5988		3.5756
9	   40.0121    2.6705		6.6467
10	    0.0121   49.3136		5.1655
11	   32.8627   14.0979		2.165
12	   62.3673   94.8101		5.9445
13	    5.5398   94.5378		9.7256
14	   20.0722   41.4347		4.9793
15	   32.4169   73.9770		6.3187
16	    0.3770   16.1510		1.9987
17	   24.6303   39.9337		2.7987
18	   41.2569   97.0691		2.4667
19	    4.8959   31.3015		1.3319
20	   70.0663   87.1594		3.4545
21	   94.2987   51.8894		3.0712
22	   71.6347   23.4293		4.2269
23	   25.6035   40.8361		2.2091
24	    7.7772   78.7899		9.9874
25	   55.7437    3.9496		5.6217
26	    5.6136   15.6314		4.4906
27	   91.6510   98.4412		3.2487
28	   38.4723   16.1887		4.2828
29	   36.0315   43.4092		4.5915
30	    2.9792   81.2428		9.3367
31	    0.8163   99.0785		5.4593
32	    6.5159   42.6622		6.4827
33	   73.7143    1.1758		1.0433
34	   83.0043    0.1304		6.2896
35	   48.9487   38.2037		7.9972
36	   52.5889   32.1653		6.9146
37	    5.2848   92.5376		5.7548
38	   33.1838   55.6673		8.432
39	   65.7118   43.8928		9.6619
40	   16.3089   27.3857		3.8236
41	   97.7012    6.7545		8.1738
42	    0.8100   92.5432		3.5666
43	   10.3003   29.1820		1.1341
44	   26.1539    0.0916		1.8473
45	    0.3673   48.4854		3.9585
46	   52.6623   27.0105		3.7501
47	   30.9754    0.3485		1.1622
48	   28.0222   79.2164		2.4599
49	   68.8871   10.9034		4.9959
50	   73.7467    5.2763		7.9009
51	   62.2567    1.2984		7.1313
52	   10.1018    9.6673		7.4308
53	   20.4492    5.2181		5.138
54	   56.5847   42.5100		9.2734
55	    1.2070    0.4377		9.9005
56	    1.2043    7.5862		9.3934
57	    7.2837    7.9423		5.1537
58	   27.5244   77.4517		9.1443
59	   94.6050   19.7429		4.4781
60	   50.4681   57.1406		6.4271
61	    9.7257   36.3967		6.0429
62	    8.4947   61.3506		8.6126
63	   72.3108    1.2980		3.5632
64	   83.1101   95.7587		6.9699
65	   40.8674   72.0116		6.4203
66	    6.5214    0.2565		6.9082
67	    0.7862   21.7344		3.7894
68	   70.2672   10.6050		3.9848
69	   34.1896   39.7158		2.6938
70	   89.8910    5.3038		1.9062
71	    0.3725   33.6267		3.5791
72	   34.1805   36.3798		4.1934
73	    8.1287   35.9855		5.8219
74	   68.5141   20.1088		9.9175
75	    3.6476    0.1255		1.2536
76	   19.5833   26.4006		7.3858
77	   15.4773   16.6244		9.1464
78	   68.3225    1.1674		8.7925
79	   45.8154   21.1486		2.0725
