1	 34.7950   28.5498		7.8372
2	   28.3145   24.6422		3.2201
3	   41.2604   14.6478		7.0864
4	   17.4612   20.7921		7.8337
5	   19.3154   27.7154		6.2757
6	   41.8191   15.7381		8.402
7	   28.7862   28.9015		9.3415
8	   24.6491   27.6884		6.7381
9	   28.8181   25.8335		1.1704
10	   22.7988   27.5120		2.6591
11	   22.5668   25.1985		1.2407
12	   21.7767   24.8162		9.415
13	   20.3834   24.9270		5.3602
14	   17.1356   32.7455		8.1531
15	   24.5013   24.2464		5.1115
16	   20.2110    2.9905		5.4479
17	   37.0155   20.9488		4.8314
18	   26.9627   26.6331		9.0259
19	   33.5115   32.9977		8.8686
20	   23.8347   36.5027		6.6984
21	   24.3204   17.1545		3.6305
22	   35.4854   31.3406		3.6251
23	   37.2378   26.9827		3.2095
24	   25.2745   23.2636		7.3391
25	   39.1040   25.2062		7.9715
26	   28.9644   24.7659		8.4039
27	   28.0711   26.1697		8.2557
28	   43.2667   26.9799		3.2839
29	   37.7974   19.4038		8.2045
30	   32.5605   16.2917		6.6674
31	   28.3522   33.0481		3.0835
32	   20.5135   23.1687		4.4297
33	   24.0399   36.7878		5.0788
34	   40.1833   17.2984		5.505
35	    8.1541   20.0488		5.8651
36	   19.6919   36.8440		4.1063
37	   23.4266   36.7301		3.6229
38	   26.2356   16.4250		7.3318
39	   10.1343   26.7209		9.4067
40	   29.4089   36.1759		6.3476
41	   31.0811   36.1060		6.3378
42	   17.1655   14.2925		7.6486
43	   22.8393   38.4865		4.3538
44	   14.8871   30.5137		5.0794
45	   38.5379   26.8946		5.5844
46	   28.1126   23.1202		9.3584
47	   22.9092   16.9501		5.0571
48	   17.2879   25.7918		6.7369
49	   25.8222   22.8606		5.1343
50	   39.0357   44.2511		5.984
51	   27.2938   26.5838		1.3711
52	   27.9441   23.5550		8.2198
53	   14.9969   24.8831		7.0436
54	   26.3844   19.8938		2.8029
55	   31.4680   42.2650		1.1313
56	   13.4880   30.3085		7.8685
57	   34.4023   25.6241		6.1076
58	   45.5453   34.3606		6.8879
59	   12.0174   24.7239		6.7127
60	    7.7779   24.1854		7.609
61	   24.3950   20.3615		8.9859
62	   31.3259   19.8708		6.9932
63	   24.3195   38.3713		2.0861
64	   23.6794   31.4041		7.4236
65	   25.0542   25.7244		5.025
66	   16.1283   39.2030		6.7688
67	   11.3007   25.1969		6.8401
68	   38.1796   27.4170		7.1054
69	   27.4385   13.1675		1.5294
70	   15.1033   28.9606		3.0156
71	   33.9661   12.9390		2.5118
72	   14.1886   16.7643		9.3568
73	   23.9852   32.9115		5.6371
74	   31.1731   27.9269		7.0603
75	   17.9940   17.7310		7.0102
76	   22.0877   21.6823		1.7332
77	   25.2469   27.1370		3.0257
78	   41.2698   26.8335		3.5577
79	   28.8252   10.7380		9.2239
80	   21.6724   14.9520		3.0619
81	   23.1218   10.2257		3.2376
82	   22.6643   24.3959		7.0866
83	   35.8894   10.6574		6.8364
84	   22.6302   30.8490		7.3331
85	   18.4024   16.6211		8.5339
86	   27.0052   15.7798		7.5457
87	   24.2113   39.9213		1.1749
88	   31.6103   43.0199		6.2537
89	   32.9953   18.1727		9.2879
90	   34.0592   24.6913		1.8251
91	   30.3931   41.3584		5.991
92	   30.2713   20.4978		9.3772
93	   40.8606   39.3125		2.7951
94	   15.3331   31.8317		5.7279
95	   22.1058   25.4627		2.1407
96	   10.8745   22.0573		7.7385
97	   32.6616   39.1096		3.832
98	   25.1794   30.9254		2.6846
99	   22.5055   19.7270		9.8236
100	   10.6582   28.2727		7.4154
101	   26.5286   17.6837		8.4308
102	   22.8356   26.2412		7.149
103	   13.7101   37.7657		7.2046
104	   15.3546   29.4321		5.7779
105	   18.6501   18.6694		2.6997
106	   22.9142   27.8999		5.4371
107	   11.2603   19.1850		6.0359
108	   23.4834   41.8276		8.4545
109	   30.1307   10.0525		2.8258
110	   21.8610   19.5041		5.7497
111	   19.1830   31.4288		8.2703
112	   27.5344   18.1638		4.1959
113	   34.1757   25.1491		5.9298
114	   21.2783   30.4545		7.4569
115	   21.1107   35.4808		2.8226
116	   13.0348   17.2743		6.7938
117	   16.8524   23.5844		1.0008
118	   30.0491   21.0694		5.6186
119	   24.0529   24.0481		6.1285
120	   31.3713   28.0791		1.0633
121	   30.5825   19.8449		9.0323
122	   28.1315   31.6676		8.4987
123	   31.3888   28.5558		7.9765
124	   37.6956   21.0639		8.0932
125	   29.8069   27.2996		4.3627
126	   84.7950   28.5498		2.3708
127	   78.3145   24.6422		4.1703
128	   91.2604   14.6478		6.8059
129	   67.4612   20.7921		9.3874
130	   69.3154   27.7154		1.8399
131	   91.8191   15.7381		7.649
132	   78.7862   28.9015		1.4974
133	   74.6491   27.6884		7.8144
134	   78.8181   25.8335		5.1714
135	   72.7988   27.5120		1.405
136	   72.5668   25.1985		8.5783
137	   71.7767   24.8162		2.4824
138	   70.3834   24.9270		2.0357
139	   67.1356   32.7455		3.444
140	   74.5013   24.2464		3.8295
141	   70.2110    2.9905		6.4548
142	   87.0155   20.9488		7.0972
143	   76.9627   26.6331		9.8888
144	   83.5115   32.9977		9.9393
145	   73.8347   36.5027		7.8178
146	   74.3204   17.1545		3.4755
147	   85.4854   31.3406		9.5861
148	   87.2378   26.9827		4.6997
149	   75.2745   23.2636		2.9496
150	   89.1040   25.2062		6.6622
151	   78.9644   24.7659		1.1338
152	   78.0711   26.1697		1.3897
153	   93.2667   26.9799		2.6224
154	   87.7974   19.4038		2.8042
155	   82.5605   16.2917		7.4742
156	   78.3522   33.0481		4.9858
157	   70.5135   23.1687		8.6094
158	   74.0399   36.7878		4.5081
159	   90.1833   17.2984		8.538
160	   58.1541   20.0488		7.7358
161	   69.6919   36.8440		6.2547
162	   73.4266   36.7301		2.4452
163	   76.2356   16.4250		5.7596
164	   60.1343   26.7209		5.164
165	   79.4089   36.1759		4.4159
166	   81.0811   36.1060		1.8391
167	   67.1655   14.2925		3.3323
168	   72.8393   38.4865		4.0225
169	   64.8871   30.5137		4.376
170	   88.5379   26.8946		2.3163
171	   78.1126   23.1202		3.8509
172	   72.9092   16.9501		3.531
173	   67.2879   25.7918		8.3811
174	   75.8222   22.8606		4.0788
175	   89.0357   44.2511		8.848
176	   77.2938   26.5838		3.4123
177	   77.9441   23.5550		7.9789
178	   64.9969   24.8831		6.4829
179	   76.3844   19.8938		1.1617
180	   81.4680   42.2650		7.3136
181	   63.4880   30.3085		1.1418
182	   84.4023   25.6241		7.155
183	   95.5453   34.3606		8.9011
184	   62.0174   24.7239		4.8863
185	   57.7779   24.1854		6.6821
186	   74.3950   20.3615		6.2744
187	   81.3259   19.8708		3.0467
188	   74.3195   38.3713		8.0619
189	   73.6794   31.4041		3.5887
190	   75.0542   25.7244		9.3194
191	   66.1283   39.2030		3.6863
192	   61.3007   25.1969		5.8267
193	   88.1796   27.4170		4.0028
194	   77.4385   13.1675		3.1356
195	   65.1033   28.9606		5.9072
196	   83.9661   12.9390		1.9692
197	   64.1886   16.7643		2.2344
198	   73.9852   32.9115		1.8498
199	   81.1731   27.9269		3.798
200	   67.9940   17.7310		8.3137
201	   72.0877   21.6823		5.622
202	   75.2469   27.1370		8.7983
203	   91.2698   26.8335		9.8244
204	   78.8252   10.7380		3.9399
205	   71.6724   14.9520		2.9766
206	   73.1218   10.2257		5.664
207	   72.6643   24.3959		4.1771
208	   85.8894   10.6574		8.7353
209	   72.6302   30.8490		3.3402
210	   68.4024   16.6211		8.5935
211	   77.0052   15.7798		6.2452
212	   74.2113   39.9213		7.4746
213	   81.6103   43.0199		4.0917
214	   82.9953   18.1727		1.0835
215	   84.0592   24.6913		2.732
216	   80.3931   41.3584		5.5665
217	   80.2713   20.4978		1.2182
218	   90.8606   39.3125		5.9504
219	   65.3331   31.8317		3.4857
220	   72.1058   25.4627		7.2662
221	   60.8745   22.0573		8.9322
