1	30.59412767	53.07514323	1
2	71.24590212	75.90943678	1
3	49.75256085	30.08549337	1
4	6.498269288	56.94950117	1
5	8.553354756	0.674086292	1
6	23.04179161	72.72476422	1
7	86.8254	98.06795393	1
8	15.38203323	92.00415848	1
9	92.91286994	43.19165482	1
10	33.96528313	46.9081183	1
11	4.16651634	31.92995057	1
12	5.163154649	3.384807217	1
13	68.20478088	78.91413415	1
14	89.38030296	93.34075446	1
15	90.35095835	8.542459988	1
16	6.93257001	91.78722129	1
17	78.53545134	47.57125146	1
18	23.3434745	77.32459534	1
19	33.88763285	78.34968895	1
20	77.78365013	3.787586148	1
