1	   43.4400   54.6002		2.6296
2	   13.7282   57.6633		7.0481
3	   30.0724   46.3749		3.9321
4	   56.0888   63.2687		8.1153
5	   90.2074   24.6996		5.9141
6	   62.3375   32.0847		3.075
7	   55.1624   -1.2028		7.1809
8	   40.9669   58.6901		1.4417
9	   52.0381   33.4829		6.1534
10	   66.0380   45.7812		9.9439
11	   45.7671   66.8211		4.2667
12	   81.5293   50.8502		6.0285
13	   29.6624   42.6595		9.3455
14	   43.7294   35.8588		3.3389
15	   50.8738   45.9938		8.4923
16	   17.4344   60.0488		2.5761
17	   59.4237   24.7291		8.9186
18	   51.2966   48.8609		3.5167
19	   51.3450   63.0399		8.6453
20	   63.2451   26.3212		8.2604
21	   67.3948   61.1561		2.7021
22	   63.3697   61.3873		9.807
23	   42.1863   35.2977		3.2835
24	   49.2235   24.9249		8.0069
25	   55.8909   57.2190		8.2971
26	   29.0533   63.4709		5.4816
27	   32.7328   59.6490		9.2415
28	   42.8840   62.7142		1.9089
29	   51.2945   30.2979		2.2224
30	   79.8488   59.7308		8.7249
31	   63.2877   40.3332		1.1678
32	   42.6250   40.6439		7.555
33	   39.5151   24.0684		8.3499
34	   75.5633   68.3368		2.046
35	   95.5590   52.9176		5.397
36	   52.7907   66.7269		4.127
37	   42.0189   75.1835		7.965
38	   26.4558   31.0460		3.5676
39	   66.2498   60.7170		8.4196
40	   54.8286   49.7873		2.5575
41	   69.4235   65.2377		8.7728
42	   34.8549   68.4616		9.3345
43	   54.0096   63.6745		2.7199
44	   39.0992   36.3731		1.4532
45	   71.2492   47.8919		5.936
46	   40.8135   54.4024		1.0857
47	   48.5432   99.3100		8.4553
48	   44.2030   70.4436		9.1769
49	   66.5660   88.6773		7.3477
50	   57.1406   56.9083		3.19
51	   33.2636   53.5305		6.3031
52	   39.4552   60.2194		9.4501
53	   32.5715   41.2037		9.0595
54	   58.4285   70.6934		6.456
55	   55.5326   47.3728		8.1314
56	   22.7431   27.1066		8.5255
57	   18.2193   64.5140		6.0413
58	   49.3267   23.8578		1.0063
59	   61.6199   19.2625		3.2615
60	   52.8134   54.8068		4.8875
61	   24.2701   34.1515		4.8759
62	   24.1366   34.8211		8.8771
63	   64.4513   47.3008		1.6088
64	   47.5771   41.8516		4.0592
65	   43.5626   46.2870		2.5936
66	   71.9367   54.5344		3.2143
67	   36.7256   30.5245		7.5504
68	   52.2574   29.5961		3.5938
69	   56.9634   15.0087		3.1361
70	   63.6647   43.4960		2.2569
71	   35.7608   61.0714		2.9866
72	   55.9553   38.2956		8.3579
73	   95.8078   58.3555		4.4041
74	   24.7837   59.0052		6.9896
75	   57.2330   66.5125		9.4223
76	   46.1705   66.4896		4.8383
77	   36.2152   38.5193		6.4464
78	   36.1336   35.7194		9.7263
79	   58.2983   50.8065		4.2819
80	   88.5938   38.9191		6.98
81	   36.7696   74.2124		3.8328
82	   59.0160   72.9974		8.9714
83	   40.6823   51.5856		3.6599
84	   82.9428   42.8812		3.6583
85	   59.0777   58.5135		9.1637
86	   47.7016   39.0621		5.436
87	   60.3313   47.9164		2.8643
88	   49.9070   41.1589		1.2324
89	   68.4533   51.7598		2.5319
90	   46.9068   68.8058		3.7211
91	   31.3097   62.3746		9.653
92	   54.1075   69.0601		8.0529
93	   76.0173   34.7548		7.0593
94	   30.0563   52.9967		8.5665
95	   45.9609   33.6109		4.7877
96	   66.7471   56.4138		7.3336
97	   17.9979   55.4283		5.3316
98	   60.4241   71.6052		8.3852
99	   62.5493   68.3205		4.9365
100	   53.5581   60.8871		8.7398
101	   37.1628   41.5821		1.0801
102	   49.8811   42.0668		9.9643
103	   51.5531   15.8073		3.4768
104	   65.5875   42.5283		1.3016
105	   61.0586   24.1467		2.3689
106	   44.1628   65.4971		5.3164
107	   76.9980   65.0323		8.9996
108	   49.1528   52.3048		3.5508
109	   36.4550   43.6932		8.0571
110	   42.6930   52.3844		2.5335
111	   64.3102   76.7506		7.5816
112	   53.2536   72.4853		3.2196
113	   64.8144   42.5260		1.7366
114	   51.1537   52.8069		8.6762
115	   91.4470   31.3251		7.179
116	   22.2393   56.6788		9.623
117	   43.0679   62.3177		9.8655
118	   48.5963   65.0007		5.8125
119	   51.4875   24.4797		9.1538
120	   74.2691   58.4103		5.2898
121	   53.6576   35.5964		9.007
122	   48.0854   43.7241		1.2146
123	   51.1434   63.1335		2.1585
124	   62.5249   54.9701		7.6658
125	   38.5095   47.2710		4.5192
126	   57.5136   60.1122		4.5427
127	   23.9163   77.2416		6.4166
128	   48.6867   39.6084		1.215
129	   34.3035   27.4983		4.489
130	   39.1190   30.6293		1.5107
131	   54.7088   34.2620		7.2061
132	   31.2487   38.8132		5.6835
133	   33.5171   59.6114		1.6848
134	   24.7357   15.2372		4.6563
135	   12.8582   53.9327		4.8719
136	   47.4746   37.0263		6.9338
137	   69.3791   68.3260		2.9655
138	   46.9677   35.7406		1.7298
139	   46.1008   50.1260		5.209
140	   32.5544   34.3736		7.558
141	   76.3886   38.6407		6.5259
142	   45.8431   45.6643		9.1054
143	   71.5670   46.1867		3.275
144	   56.0330   41.2531		2.9809
145	   45.6158   68.8053		3.1222
146	   68.0357   59.1690		8.2912
147	   66.3739   80.9191		7.3217
148	   48.1426   45.3784		8.9065
149	   71.5992   67.7772		7.3991
150	   79.6883   15.0127		6.9497
151	   48.9064   60.6414		4.9562
