1	   42.0468   46.2275		4.9494
2	   45.7312   44.8848		7.1078
3	   63.3112   72.4928		5.1856
4	   47.1559   30.7303		9.5794
5	   83.9552   46.5681		4.1923
6	   44.3386   67.7734		4.0512
7	   38.0691   57.0178		9.0627
8	   59.0753   31.8632		5.9089
9	   53.9218   63.2192		7.7436
10	   57.7088    4.9694		2.1239
11	   15.1021   41.7902		5.0791
12	   47.5000   76.1291		1.6727
13	   19.4412   58.3077		6.9701
14	   53.0890   63.1935		7.3329
15	   62.7498   48.4508		9.2706
16	   69.6597   43.6631		6.9406
17	   62.5495   61.5986		7.2109
18	   58.0680   88.6177		8.6835
19	   62.9240   45.5267		5.2111
20	   49.0556   73.9503		5.1263
21	   49.3583   41.0116		8.2549
22	   67.0075   42.8321		8.4229
23	   68.1214   60.8456		2.7139
24	   42.1528   34.9658		1.2311
25	   20.0453   65.7046		1.5113
26	   11.7446   21.9456		2.2864
27	   22.9570    9.6542		2.5428
28	   33.3321   47.3513		6.6326
29	   57.4520   55.4814		1.2656
30	   37.0693   71.2567		5.251
31	   48.5778   51.9945		7.106
32	   56.1565   65.9072		2.0331
33	   26.8965   54.0093		3.1246
34	   35.8292   61.3249		3.6017
35	   37.5103   33.8538		2.5548
36	   36.6368   48.7265		3.9134
37	   42.6792   40.0368		8.21
38	   63.1197   46.0502		3.6967
39	   41.5421   88.2775		7.9806
40	   61.5718   26.5974		5.9749
41	   55.6721   50.5696		5.9922
42	   53.1976   44.6517		7.5758
43	   66.2505   56.3230		7.9626
44	   85.6693   79.8780		9.1076
45	   74.4555   65.2052		2.2435
46	   23.5994   39.0514		8.1467
47	   58.8319   26.1039		2.7047
48	   29.2193   64.1332		1.2608
49	   16.4867   33.4647		2.1465
50	   29.8215   38.0790		2.2036
51	   13.6348   57.7558		2.1548
52	   31.1454   24.6259		9.4173
53	   72.5716   75.9375		3.4591
54	   42.0585   51.7137		9.4841
55	   94.6787   46.0985		6.7434
56	   56.5136   63.4637		8.8528
57	   66.7333   63.4369		4.3037
58	   47.5668   45.8472		3.1258
59	   45.3404   68.3722		2.6859
60	   36.9439   56.1219		5.9108
61	   52.6803   68.3334		3.296
62	   25.2844   54.3912		3.7524
63	   35.8322   46.8151		1.1399
64	   32.1796   79.1458		6.2874
65	   52.8056   36.9466		9.663
66	   75.2650   60.5514		8.6486
67	   85.9588   83.7065		1.0715
68	   20.7383   43.1109		6.7062
69	   55.7791   60.5773		4.2336
70	   39.0983   55.3259		2.0265
71	   31.9754   44.1959		5.8674
72	   51.7230   49.9408		4.7478
73	   42.1356   60.2964		5.6539
74	   50.8520   88.8080		8.9751
75	   62.8084   64.7738		2.3446
76	   34.4087   45.9319		4.9121
77	   47.4548   17.1146		1.5313
