1	   82.7075   48.4180		5.8033
2	   73.4386   73.0536		5.2535
3	   58.2806   71.7280		3.9143
4	   51.3805   47.9031		4.8789
5	   24.1920   40.0521		7.8841
6	   81.0527   24.6559		9.9682
7	   52.2338   61.1974		3.3852
8	   24.2333   50.3807		8.1286
9	   57.2214   30.3702		2.2115
10	   51.7159   44.4237		1.3198
11	   40.4942   19.5091		5.0855
12	   58.2177   57.1665		6.0668
13	   38.2081   47.1001		3.0779
14	   27.5329   77.1874		2.3029
15	   20.7616   27.3429		7.0939
16	   43.9365   66.1751		4.1866
17	   39.5484   52.3940		5.5943
18	   57.3358   51.3767		7.2524
19	   24.9560   61.9444		6.3576
20	   46.5294   69.8914		5.555
21	   24.9146   32.1490		7.9876
22	   80.1623   71.9817		7.1668
23	   48.0505   29.8333		3.8754
24	   70.4368   32.0981		8.4893
25	   58.2491   38.7907		6.9474
26	   65.1432   62.2744		6.2836
27	   30.7630   32.1673		1.1717
28	   70.9593   55.5786		8.5326
29	   74.2089   56.8647		2.026
30	   15.3865   52.5687		8.5638
31	   47.0585   59.2428		4.0375
32	   39.1320   30.4526		4.8649
33	   52.6089   66.7931		8.144
34	   35.8296   51.8920		2.2741
35	   54.6508   62.1675		6.4729
36	   59.9516   33.6081		9.3757
37	   54.0786   50.8672		6.728
38	   48.0276   64.6267		1.4299
39	   28.5099   66.9024		7.2851
40	   50.9594   48.5942		3.314
41	   41.3178   19.1078		7.2181
42	   28.6829   31.7197		4.2686
43	   49.0629   53.6438		5.877
44	   46.5053   63.2374		2.9993
45	   53.2017   57.7187		9.1494
46	   66.5389   39.7895		4.3619
47	   59.6041   87.4067		1.7093
48	   71.7631   51.2058		1.2784
49	   37.8449   64.4252		6.6421
50	   35.5904   43.0717		9.433
