1	   38.7245    4.2298		2.8094
2	   14.2187   97.2958		1.3858
3	    2.5135   18.9207		6.7525
4	   42.1112   66.7120		3.2658
5	   18.4100   58.6440		4.779
6	   72.5775   67.5112		2.5465
7	   37.0363   36.1022		8.9601
8	   84.1560   62.0278		4.0691
9	   73.4230   81.1151		2.8461
10	   57.1026    1.9257		8.1585
11	   17.6855    8.3874		1.2202
12	   95.7384   97.4802		1.358
13	   26.5322   65.1350		5.7684
14	   92.4581   23.1238		9.4003
15	   22.3770   40.3491		6.4199
16	   37.3564   12.2021		6.4106
17	    8.7500   26.8439		6.7948
18	   64.0117   25.7846		9.2974
19	   18.0617   33.1665		2.9733
20	    4.5051   15.2234		8.9641
21	   72.3173   34.8008		1.4394
22	   34.7438   12.1658		8.3084
23	   66.0617   88.4153		1.2933
24	   38.3869    9.4278		4.7354
25	   62.7347   93.0041		6.352
26	    2.1650   39.9020		2.7712
27	   91.0570    4.7401		8.1648
28	   80.0559   34.2374		2.8989
29	   74.5847   73.5966		2.5697
30	   81.3113   79.4682		6.5246
31	   38.3306   54.4906		9.4695
32	   61.7279   68.6223		6.9541
33	   57.5495   89.3633		2.9341
34	   53.0052    5.4792		9.2223
35	   27.5070   30.3661		4.4218
36	   24.8629    4.6192		1.3148
37	   45.1639   19.5477		3.0461
38	   22.7713   72.0166		9.162
39	   80.4450   72.1753		8.8209
40	   98.6104   87.7799		6.2422
41	    2.9992   58.2433		6.0471
42	   53.5664    7.0684		1.0098
43	    8.7077   92.2745		2.1418
44	   80.2091   80.0372		2.9318
45	   98.9145   28.5947		8.4414
46	    6.6946   54.3663		4.4885
47	   93.9398   98.4776		3.8627
48	    1.8178   71.5678		3.356
49	   68.3839   83.8970		3.6687
50	   78.3736   43.3261		4.8536
51	   53.4138   47.0625		2.7317
52	   88.5359   56.0713		6.1073
53	   89.9005   26.9092		6.919
54	   62.5938   74.9018		7.1702
55	   13.7869   50.3888		4.1837
56	   21.7802   64.6810		9.6111
57	   18.2141   30.7746		3.1936
58	    4.1820   13.8725		7.7344
59	   10.6942   47.5573		4.512
60	   61.6443   36.2459		8.6028
61	   93.9661   78.8113		4.3479
62	   35.4456   78.0296		7.3685
63	   41.0629   66.8512		4.1109
64	   98.4349   13.3504		8.8944
65	   94.5579    2.1556		7.7548
66	   67.6645   55.9841		4.9098
67	   98.8302   30.0819		4.6059
68	   76.6831   93.9410		4.3564
69	   33.6699   98.0904		4.9893
70	   66.2382   28.6620		4.4228
71	   24.4165   80.0820		1.6544
72	   29.5507   89.6111		4.9625
73	   68.0178   59.7527		6.4587
74	   52.7847   88.4017		3.7431
75	   41.1594   94.3732		4.6598
76	   60.2638   54.9158		1.9091
77	   75.0520   72.8387		5.2919
78	   58.3533   57.6758		3.6317
79	   55.1793    2.5857		1.1465
80	   58.3571   44.6531		8.9597
81	   51.1820   64.6302		2.8928
82	    8.2593   52.1203		7.1528
83	   71.9570   37.2313		2.3895
84	   99.6156   93.7135		9.7688
85	   35.4534   82.9533		5.524
86	   97.1259   84.9085		9.0227
87	   34.6449   37.2534		7.5384
88	   88.6544   59.3185		5.4746
89	   45.4695   87.2553		6.4649
90	   41.3427   93.3502		4.1436
91	   21.7732   66.8464		5.7359
92	   12.5655   20.6776		8.1722
93	   30.8915   65.3851		3.4631
94	   72.6104    7.2052		3.6342
95	   78.2872   40.6727		4.1334
96	   69.3788   66.6932		8.8838
97	    0.9802   93.3726		1.8399
98	   84.3213   81.0950		2.8601
99	   92.2332   48.4548		3.7248
100	   77.0954   75.6749		4.1637
101	    4.2660   41.7047		7.5407
102	   37.8186   97.1786		8.9769
103	   70.4340   98.7975		1.4673
104	   72.9513   86.4148		1.707
105	   22.4277   38.8884		1.1304
106	   26.9055   45.4742		2.7401
107	   67.3031   24.6687		1.2366
108	   47.7492   78.4423		5.2189
109	   62.3716   88.2838		3.1904
110	   23.6445   91.3712		9.2793
111	   17.7124   55.8285		7.4425
112	   82.9643   59.8868		5.3978
