1	   28.3119   10.2175		5.5352
2	    1.9369   38.5861		5.7783
3	   28.4609   13.5457		4.4121
4	   25.1899   57.2641		7.9202
5	   26.2727   18.3687		3.5426
6	   59.3718    0.0334		6.8435
7	   83.6215    2.2595		9.2997
8	   86.9774   51.3452		3.976
9	    1.2457   10.0833		8.321
10	   58.8032   41.2004		8.0887
11	    1.9156    0.0171		2.1189
12	    8.3097   83.9081		2.4165
13	    1.6177   56.2041		4.735
14	    0.3844    3.5590		7.186
15	   74.0135   83.8281		6.9193
16	   36.7357   21.9723		7.1198
17	    0.0378    3.9751		1.0845
18	   12.6171    6.8213		2.1575
19	    1.0731   73.6742		7.8752
20	   26.8085   31.5963		8.5772
21	   97.2012   42.2006		7.7225
22	   14.2219   27.1965		9.5007
23	   59.1214   17.0236		9.2774
24	   22.3319   72.9648		3.0077
25	    7.5629    0.8962		5.5879
26	   15.4122   12.9460		8.0897
27	   16.9442   70.0670		5.7021
28	   32.0996   18.8434		6.5565
29	   57.1275    0.4676		6.0242
30	   32.6086    4.7045		7.5789
31	   97.9749    9.8793		1.5706
32	   15.3021   28.4922		5.4351
33	    0.1766   54.7129		3.0693
34	   81.8217   18.5530		4.0365
35	   93.0086   56.4346		5.9647
36	    1.2942   46.3350		7.6932
37	   56.7097    0.7956		4.7107
38	   98.2249    1.3174		5.5686
39	    3.4255    4.2194		2.1608
40	   73.8741    0.5504		2.9335
41	    1.4432   67.4304		3.6355
42	   81.8343   23.2767		5.0497
43	   41.9178   13.9125		3.1625
44	   16.5307    0.7537		3.3694
45	   17.2074   11.2917		9.0242
46	   11.0435   37.3085		6.2753
47	   12.3885    6.7596		9.4481
48	   32.1071    3.3257		6.5627
49	   74.0015   15.9724		3.2565
50	    6.1539   83.7230		1.9228
51	   57.4887    0.6028		5.9173
52	   12.2179   89.5677		4.9838
53	    2.0342   22.3705		7.2236
54	   83.8377   77.6420		7.835
55	    0.0779   38.4223		4.5948
56	   93.8070    3.5032		6.1067
57	    2.7092   57.1391		2.8503
58	    2.6990    1.3358		9.4918
59	   90.2771    8.2572		5.6153
60	   20.6219   38.6699		3.4862
61	    0.3230   56.4122		3.0623
62	   46.0399   55.8228		9.5764
63	    3.7455    5.4176		7.2048
64	   15.8883   90.2762		7.3709
65	    4.4260    9.9043		6.9123
66	    4.0327   14.4189		8.0107
67	   90.3327    6.4169		6.2242
68	   51.3804    0.0517		5.5291
69	   12.0092   37.9563		8.9086
70	   26.0452   54.7296		4.5365
71	    0.0737    1.5014		3.1837
72	    6.3257    3.7599		3.5346
73	   18.6761   29.0390		9.1429
74	   49.1451   82.6351		7.3241
75	   55.3373   18.9862		8.6775
76	    1.2868   66.0347		4.4082
77	   30.6029   21.9315		6.6972
78	    3.3861   41.5982		1.284
79	   81.2996   46.9522		9.2803
80	    1.9714    7.4670		5.2277
81	   94.5505   23.4476		5.6791
82	    1.0169    4.3830		7.8968
83	    1.0013   63.2832		4.0259
84	   22.6475   10.3616		6.6339
85	   77.4049   89.7784		3.9421
86	   67.6023    3.9532		3.8
87	    8.6373   10.3318		6.8147
88	    2.8440    0.2915		4.9032
89	   93.1546   82.5267		1.926
90	    5.8642    0.8384		3.1254
91	    0.1839   24.0146		9.746
92	   43.1819   14.8299		7.2901
93	   13.0868   46.7759		6.9351
94	   43.1641   85.1029		3.9349
95	   61.3917    2.2316		1.1784
96	    4.5710   73.1834		6.1343
97	    7.6679   39.6288		1.327
98	   52.0073   14.2588		3.3827
99	   17.4364    0.0006		2.7159
100	   33.5234   23.2957		5.0437
101	   82.4339    0.0090		7.9179
102	   95.2523   59.8249		6.6514
103	   25.8933   36.2398		3.8323
104	   52.0898    9.2071		3.6284
105	   43.5921   87.4897		1.7041
106	   50.7871    6.3675		2.5475
107	   68.7401   33.5936		7.4915
108	   36.0885    3.5601		1.805
109	    9.1416   38.4890		9.2603
110	   63.4131   46.3669		4.8671
111	   11.1338    0.0195		1.7175
112	   31.0175    7.9422		6.1493
113	   32.1154   34.4354		8.486
114	   68.0230   81.2467		4.1263
115	   65.0923    7.0459		8.019
116	   14.7133   13.1547		7.3751
117	   53.4345   85.7769		6.3185
118	   19.3884   77.3506		4.3929
119	    0.3049    0.0339		4.5444
120	    8.1526   25.3211		4.8548
121	   10.2900   95.5675		4.8072
122	    0.1650   89.5235		2.9703
123	    5.0475   73.8098		5.4709
124	   15.3878    1.1348		1.3588
125	    0.2704   28.5348		6.0833
126	   88.4274   19.2847		1.4423
127	   53.4782   25.5574		8.8505
128	    0.0177   86.9024		8.7402
129	    5.1890    1.0476		4.0443
130	   27.5253   50.6139		9.7663
131	   10.1825   53.4293		9.593
132	   33.9965   16.4678		9.8976
133	   38.4215   27.4703		2.4195
134	   61.8943   39.9031		1.0263
135	   38.0766   11.8604		3.2336
136	   94.1545    0.3819		4.1166
137	   27.8445   14.4077		3.1
138	   44.4392   51.4318		7.803
139	    0.0583   63.1737		3.0333
140	   19.7630   31.4571		5.036
141	    2.3623   94.6242		3.335
142	   35.0389    1.5330		4.1122
143	   28.9424   15.2028		9.1266
144	    3.0169   63.4265		1.1143
145	    0.0077   23.0480		2.19
146	   22.6626   89.5248		4.4926
147	    0.5560    1.8992		8.5656
148	    6.8110   31.0322		2.9194
149	   18.7117   20.4296		9.4171
150	    0.0975   18.7610		9.7282
151	    3.0800   10.2147		4.3773
152	    0.1631   39.5165		9.8638
